iteration,test_acc,actions
196,0.887,"[[[0. 0.]
  [0. 0.]]]"
197,0.891,"[[[0. 0.]
  [0. 0.]]]"
198,0.886,"[[[0. 0.]
  [0. 0.]]]"
199,0.8725,"[[[0. 0.]
  [0. 0.]]]"
200,0.9065,"[[[0. 0.]
  [0. 0.]]]"
201,0.8965000000000001,"[[[0. 0.]
  [0. 0.]]]"
202,0.8825000000000001,"[[[0. 0.]
  [0. 0.]]]"
203,0.8975,"[[[0. 0.]
  [0. 0.]]]"
204,0.9035,"[[[0. 0.]
  [0. 0.]]]"
205,0.8985000000000001,"[[[0. 0.]
  [0. 0.]]]"
206,0.9005000000000001,"[[[0. 0.]
  [0. 0.]]]"
207,0.891,"[[[0. 0.]
  [0. 0.]]]"
208,0.903,"[[[0. 0.]
  [0. 0.]]]"
209,0.895,"[[[0. 0.]
  [0. 0.]]]"
210,0.8875,"[[[0. 0.]
  [0. 0.]]]"
211,0.9,"[[[0. 0.]
  [0. 0.]]]"
212,0.8935,"[[[0. 0.]
  [0. 0.]]]"
213,0.8915,"[[[0. 0.]
  [0. 0.]]]"
214,0.899,"[[[0. 0.]
  [0. 0.]]]"
215,0.8965,"[[[0. 0.]
  [0. 0.]]]"
216,0.8525,"[[[0. 0.]
  [0. 0.]]]"
217,0.8875,"[[[0. 0.]
  [0. 0.]]]"
218,0.899,"[[[0. 0.]
  [0. 0.]]]"
219,0.867,"[[[0. 0.]
  [0. 0.]]]"
220,0.904,"[[[0. 0.]
  [0. 0.]]]"
221,0.8915,"[[[0. 0.]
  [0. 0.]]]"
222,0.888,"[[[0. 0.]
  [0. 0.]]]"
223,0.895,"[[[0. 0.]
  [0. 0.]]]"
224,0.9015,"[[[0. 0.]
  [0. 0.]]]"
225,0.891,"[[[0. 0.]
  [0. 0.]]]"
226,0.902,"[[[0. 0.]
  [0. 0.]]]"
227,0.899,"[[[0. 0.]
  [0. 0.]]]"
228,0.8919999999999999,"[[[0. 0.]
  [0. 0.]]]"
229,0.863,"[[[0. 0.]
  [0. 0.]]]"
230,0.907,"[[[0. 0.]
  [0. 0.]]]"
231,0.893,"[[[0. 0.]
  [0. 0.]]]"
232,0.9015,"[[[0. 0.]
  [0. 0.]]]"
233,0.887,"[[[0. 0.]
  [0. 0.]]]"
234,0.897,"[[[0. 0.]
  [0. 0.]]]"
235,0.9035,"[[[0. 0.]
  [0. 0.]]]"
236,0.896,"[[[0. 0.]
  [0. 0.]]]"
237,0.9005,"[[[0. 0.]
  [0. 0.]]]"
238,0.904,"[[[0. 0.]
  [0. 0.]]]"
239,0.899,"[[[0. 0.]
  [0. 0.]]]"
240,0.8879999999999999,"[[[0. 0.]
  [0. 0.]]]"
241,0.898,"[[[0. 0.]
  [0. 0.]]]"
242,0.885,"[[[0. 0.]
  [0. 0.]]]"
243,0.9,"[[[0. 0.]
  [0. 0.]]]"
244,0.9075,"[[[0. 0.]
  [0. 0.]]]"
245,0.9095,"[[[0. 0.]
  [0. 0.]]]"
246,0.899,"[[[0. 0.]
  [0. 0.]]]"
247,0.898,"[[[0. 0.]
  [0. 0.]]]"
248,0.9095,"[[[0. 0.]
  [0. 0.]]]"
249,0.897,"[[[0. 0.]
  [0. 0.]]]"
