iteration,test_acc,actions
165,0.8055,"[[[0.02128094 0.02886698]
  [0.         0.0988584 ]]]"
166,0.8049999999999999,"[[[0.02327001 0.02880119]
  [0.         0.10361341]]]"
167,0.81,"[[[0.02081538 0.02864742]
  [0.         0.09727149]]]"
168,0.8085,"[[[0.02264711 0.02896838]
  [0.         0.10242014]]]"
169,0.804,"[[[0.02121392 0.02727215]
  [0.         0.09547523]]]"
170,0.7929999999999999,"[[[0.02327118 0.02861154]
  [0.         0.10323326]]]"
171,0.8175,"[[[0.0207888  0.02821969]
  [0.         0.09634341]]]"
172,0.8155,"[[[0.02354345 0.02910358]
  [0.         0.10489617]]]"
173,0.8109999999999999,"[[[0.02282337 0.02861048]
  [0.         0.10213064]]]"
174,0.821,"[[[0.02111716 0.02869743]
  [0.         0.09811392]]]"
175,0.8180000000000001,"[[[0.0214464  0.02753351]
  [0.         0.09657374]]]"
176,0.8165,"[[[0.02077951 0.027866  ]
  [0.         0.09560703]]]"
177,0.8215,"[[[0.0244156  0.02972428]
  [0.         0.10829429]]]"
178,0.8265,"[[[0.02045142 0.02795324]
  [0.         0.09497713]]]"
179,0.8165,"[[[0.02153071 0.02776967]
  [0.         0.09725752]]]"
180,0.8065,"[[[0.02019352 0.02819633]
  [0.         0.09483372]]]"
181,0.8255,"[[[0.024546   0.0291562 ]
  [0.         0.10746771]]]"
182,0.7995,"[[[0.01997269 0.02802439]
  [0.         0.09394448]]]"
183,0.8195,"[[[0.02095056 0.02852353]
  [0.         0.09735376]]]"
184,0.794,"[[[0.02027055 0.02695023]
  [0.         0.09250931]]]"
185,0.8185,"[[[0.02150944 0.02865074]
  [0.         0.09898357]]]"
186,0.7929999999999999,"[[[0.02103189 0.02823796]
  [0.         0.09697745]]]"
187,0.8255,"[[[0.0245909  0.03024612]
  [0.         0.10977934]]]"
188,0.8315,"[[[0.02074231 0.02712057]
  [0.         0.09401132]]]"
189,0.8200000000000001,"[[[0.02008273 0.02604131]
  [0.         0.0902138 ]]]"
190,0.829,"[[[0.02108951 0.0273228 ]
  [0.         0.095272  ]]]"
191,0.8029999999999999,"[[[0.02128818 0.02723207]
  [0.         0.09557663]]]"
192,0.8160000000000001,"[[[0.02338384 0.02999134]
  [0.         0.10629629]]]"
193,0.8220000000000001,"[[[0.02107609 0.02814458]
  [0.         0.09689764]]]"
194,0.8335,"[[[0.02359154 0.02874379]
  [0.         0.10428779]]]"
195,0.804,"[[[0.02049155 0.02724999]
  [0.         0.09365683]]]"
196,0.829,"[[[0.01970015 0.02902935]
  [0.         0.09529956]]]"
197,0.8300000000000001,"[[[0.02030255 0.02664566]
  [0.         0.09197318]]]"
198,0.7915,"[[[0.02184844 0.02876063]
  [0.         0.10003828]]]"
199,0.8305,"[[[0.02293276 0.03109944]
  [0.         0.1074231 ]]]"
200,0.815,"[[[0.0219372  0.0271245 ]
  [0.         0.09695304]]]"
201,0.8240000000000001,"[[[0.02011685 0.02616042]
  [0.         0.09053799]]]"
202,0.8355,"[[[0.0193838  0.0258828 ]
  [0.         0.08817872]]]"
203,0.8305,"[[[0.02051494 0.02597066]
  [0.         0.09113179]]]"
204,0.788,"[[[0.01975744 0.02592006]
  [0.         0.0891708 ]]]"
205,0.8109999999999999,"[[[0.02583751 0.02958267]
  [0.         0.11150767]]]"
206,0.825,"[[[0.02277276 0.02769321]
  [0.         0.10015386]]]"
207,0.837,"[[[0.01885389 0.02506939]
  [0.         0.08523709]]]"
208,0.8375,"[[[0.02057885 0.02628897]
  [0.         0.09193132]]]"
209,0.8320000000000001,"[[[0.02138286 0.02750871]
  [0.         0.09636763]]]"
210,0.8095,"[[[0.02029314 0.02572712]
  [0.         0.09009578]]]"
211,0.8160000000000001,"[[[0.02185522 0.02690095]
  [0.         0.09630025]]]"
212,0.827,"[[[0.01951542 0.02585148]
  [0.         0.0884385 ]]]"
213,0.8295,"[[[0.0243313  0.02849285]
  [0.         0.10559981]]]"
214,0.8220000000000001,"[[[0.01960532 0.02742347]
  [0.         0.09183035]]]"
215,0.8180000000000001,"[[[0.02171982 0.02690881]
  [0.         0.09598371]]]"
216,0.8360000000000001,"[[[0.02048233 0.02727604]
  [0.         0.09368677]]]"
217,0.8255,"[[[0.02161954 0.02639118]
  [0.         0.09469208]]]"
218,0.841,"[[[0.02294089 0.0272201 ]
  [0.         0.0996113 ]]]"
219,0.8300000000000001,"[[[0.019371   0.02468009]
  [0.         0.08571962]]]"
220,0.8315,"[[[0.02022025 0.028481  ]
  [0.         0.09547339]]]"
221,0.8415,"[[[0.02174429 0.02955653]
  [0.         0.10138819]]]"
222,0.8105,"[[[0.01918839 0.02492968]
  [0.         0.08577561]]]"
223,0.845,"[[[0.01952313 0.02832671]
  [0.         0.09344888]]]"
224,0.8260000000000001,"[[[0.01834485 0.02458742]
  [0.         0.08301583]]]"
225,0.845,"[[[0.02324994 0.02722567]
  [0.         0.10038193]]]"
226,0.784,"[[[0.01837589 0.02558879]
  [0.         0.085112  ]]]"
227,0.8095,"[[[0.02145374 0.03552824]
  [0.         0.11268347]]]"
228,0.8480000000000001,"[[[0.02117062 0.02930987]
  [0.         0.09948052]]]"
229,0.819,"[[[0.01775144 0.02337406]
  [0.         0.07911199]]]"
230,0.8465,"[[[0.02160488 0.02843543]
  [0.         0.09878354]]]"
231,0.839,"[[[0.01852657 0.02427383]
  [0.         0.08282861]]]"
232,0.8515,"[[[0.01979714 0.02614181]
  [0.         0.08971579]]]"
233,0.8340000000000001,"[[[0.01887998 0.02421797]
  [0.         0.08358248]]]"
234,0.8345,"[[[0.01766451 0.02435283]
  [0.         0.08087371]]]"
235,0.8295,"[[[0.01932707 0.02466691]
  [0.         0.08558528]]]"
236,0.8440000000000001,"[[[0.01967351 0.02651897]
  [0.         0.09017342]]]"
237,0.8245,"[[[0.02145302 0.02691432]
  [0.         0.09533978]]]"
238,0.8465,"[[[0.01938806 0.0283071 ]
  [0.         0.09307732]]]"
239,0.7685,"[[[0.01765304 0.02543163]
  [0.         0.08302069]]]"
240,0.831,"[[[0.03133185 0.03345748]
  [0.         0.13290307]]]"
241,0.8095,"[[[0.02062483 0.02569712]
  [0.         0.09084906]]]"
242,0.8385,"[[[0.02220334 0.02967455]
  [0.         0.10275473]]]"
243,0.8415,"[[[0.019973   0.02774397]
  [0.         0.09337981]]]"
244,0.8385,"[[[0.01791584 0.02368556]
  [0.         0.08014376]]]"
245,0.8140000000000001,"[[[0.01727041 0.02393628]
  [0.         0.07906681]]]"
246,0.825,"[[[0.01960711 0.02667053]
  [0.         0.09031619]]]"
247,0.8505,"[[[0.02036105 0.02796307]
  [0.         0.09477497]]]"
248,0.853,"[[[0.01983156 0.02618985]
  [0.         0.08989722]]]"
249,0.7995,"[[[0.01736683 0.02374718]
  [0.         0.07892185]]]"
250,0.2475,"[[[0.00547747 0.00267695]
  [0.         0.00729883]]]"
251,0.2855,"[[[0.07606769 0.09563164]
  [0.         0.37356216]]]"
252,0.385,"[[[0.07559183 0.09519511]
  [0.         0.37138095]]]"
253,0.39849999999999997,"[[[0.07512538 0.09476424]
  [0.         0.36923912]]]"
254,0.3425,"[[[0.07465981 0.09432167]
  [0.         0.36707839]]]"
255,0.2635,"[[[0.07419142 0.09387246]
  [0.         0.36489874]]]"
256,0.257,"[[[0.07369743 0.0934091 ]
  [0.         0.36262316]]]"
257,0.257,"[[[0.07317878 0.09291746]
  [0.         0.36022615]]]"
258,0.257,"[[[0.07262345 0.09238074]
  [0.         0.35764185]]]"
259,0.257,"[[[0.0719876  0.09177035]
  [0.         0.35469458]]]"
260,0.257,"[[[0.07124855 0.09107081]
  [0.         0.35129347]]]"
261,0.257,"[[[0.07034624 0.09019175]
  [0.         0.34709755]]]"
262,0.257,"[[[0.0690958  0.0889677 ]
  [0.         0.34128302]]]"
263,0.257,"[[[0.06731231 0.08721268]
  [0.         0.33299425]]]"
264,0.257,"[[[0.06454749 0.08457263]
  [0.         0.32035735]]]"
265,0.257,"[[[0.06066721 0.08083276]
  [0.         0.30264914]]]"
266,0.2525,"[[[0.05674964 0.07675843]
  [0.         0.28427526]]]"
267,0.5515,"[[[0.05402559 0.07275205]
  [0.         0.26919958]]]"
268,0.525,"[[[0.05289286 0.06867234]
  [0.         0.25809509]]]"
269,0.5165,"[[[0.05165835 0.06617046]
  [0.         0.24990344]]]"
270,0.527,"[[[0.05243875 0.06437587]
  [0.         0.2482996 ]]]"
271,0.4915,"[[[0.05104397 0.0625383 ]
  [0.         0.24103281]]]"
272,0.4775,"[[[0.04816541 0.06682715]
  [0.         0.24230933]]]"
273,0.5445,"[[[0.04984611 0.0637798 ]
  [0.         0.24046725]]]"
274,0.502,"[[[0.0459193  0.05607486]
  [0.         0.2149917 ]]]"
275,0.5135000000000001,"[[[0.05737412 0.06207447]
  [0.         0.25651756]]]"
276,0.6040000000000001,"[[[0.0511988  0.06071851]
  [0.         0.23777585]]]"
277,0.5085,"[[[0.0463083  0.05680284]
  [0.         0.21744183]]]"
278,0.5845,"[[[0.05645451 0.06522939]
  [0.         0.26039511]]]"
279,0.558,"[[[0.04495925 0.05620911]
  [0.         0.21283358]]]"
280,0.5085,"[[[0.05523812 0.06208239]
  [0.         0.25094146]]]"
281,0.5085,"[[[0.0480849  0.07142027]
  [0.         0.25130209]]]"
